pmpd,tCylinder3D,tCylinder3D,,collision detection,physical modelling,,
pmpd,tLine2D,tLine2D,,collision detection,physical modelling,,
pmpd,tLink2D,tLink2D,,collision detection,physical modelling,,
pmpd,tLink3D,tLink3D,,collision detection,physical modelling,,
pmpd,tPlane3D,tPlane3D,,collision detection,physical modelling,,
pmpd,tSeg2D,tSeg2D,,collision detection,physical modelling,,
pmpd,tSphere3D,tSphere3D,,collision detection,physical modelling,,
pmpd,tSquare2D,tSquare2D,,collision detection,physical modelling,,
gem,pix_chroma_key,pix_chroma_key,,"color keying (like ""blue-box"")",pixes,,[[gem list]]
zexy,mtx_roll,mtx_roll,,column-shift a matrix,matrix,,[[message]]
zexy,strcmp,strcmp,,compare lists as strings,,glue,[[message]]
ekext,simile,simile,,compare two numbers according to an error window,,,
ekext,simile~,simile~,,compare two numbers according to an error window,,,
pdp,3dp_dlist,3dp_dlist,,compile a display list,pdp 3d opengl,,[[pdpgl]]
vasp,vasp.c-,vasp.c-,,complex,vasp arithmetic,,[[message]]
vasp,vasp.c!-,vasp.c!-,,complex,vasp arithmetic,,[[message]]
vasp,vasp.c(division),vasp.c/,,complex,vasp arithmetic,,[[message]]
vasp,vasp.c(reciproc division),vasp.c!/,,complex,vasp arithmetic,,[[message]]
vasp,vasp.c*,vasp.c*,,complex,vasp arithmetic,,[[message]]
vasp,vasp.c+,vasp.c+,,complex,vasp arithmetic,,[[message]]
vasp,vasp.c=,vasp.c=,,complex,vasp arithmetic,,[[message]]
vasp,vasp.cconj,vasp.cconj,,complex,vasp arithmetic,,[[message]]
creb,cadd~,cadd~,,complex add,abstractions,,[[signal]]
creb,cep~,cep~,,complex cepstrum,abstractions,,[[signal]]
creb,cconj~,cconj~,,complex conjugate,abstractions,,[[signal]]
vasp,vasp.cfft,vasp.cfft,,complex fft,vasp fft objects,,[[message]]
vanilla,fft~,fft~,,complex forward discrete Fourier transform,signal math,,[[signal]]
vasp,vasp.cpowi,vasp.cpowi,,complex integer power function,vasp transcendent,,[[message]]
creb,cinv~,cinv~,,complex inverse,abstractions,,[[signal]]
vanilla,ifft~,ifft~,,complex inverse discrete Fourier transform,signal math,,[[signal]]
creb,clog~,clog~,,complex log,signal,,[[signal]]
creb,cmul~,cmul~,,complex multiplication,abstractions,,[[signal]]
vasp,vasp.cnoise,vasp.cnoise,,complex noise,vasp generators,,[[message]]
creb,cosc~,cosc~,,complex oscillator,abstractions,,[[signal]]
vasp,vasp.csqr,vasp.csqr,,complex sample^2,vasp transcendent,,[[message]]
vasp,vasp.cosc,vasp.cosc,,complex sine wave,vasp generators,,[[message]]
creb,csub~,csub~,,complex subtraction,abstractions,,[[signal]]
vanilla,cpole~,cpole~,,complex-valued one-pole filter,signal filters,,[[signal]]
vanilla,czero~,czero~,,complex-valued one-zero filter,signal filters,,[[signal]]
gem,pix_composite,pix_composite,,composite two pixes together,pixes,,[[gem list]]
pdp,pdp_m_LU,pdp_m_LU,,compute LU decomposition,matrix processors,,[[message]]
pdp,pdp_m_inverse,pdp_m_inverse,,compute matrix inverse,matrix processors,,[[message]]
pdp,pdp_m_LU_inverse,pdp_m_LU_inverse,,compute matrix inverse from LU decomp,matrix processors,,[[message]]
smlib,vmax,vmax,,compute maximum of a list of floats,,,
smlib,vmin,vmin,,compute minimum of a list of floats,,,
cyclone,avg~ (cyclone),avg~,,Compute the average value of a signal,math,,[[message]]
smlib,vcog,vcog,,compute the center of gravity of a list of floats,,,
smlib,vfmod,vfmod,,compute the modulo of each element in a vector,,,
smlib,vpow,vpow,,compute the root-mean-square of a vector,,,
smlib,vrmstodb,vrmstodb,,compute the standard deviation of a vector,,,
smlib,vsum,vsum,,compute the sum of a list of floats,,,
pdp,pdp_ca,pdp_ca,,computes a cellular automaton (as a generator or a filter),pdp seperate libraries,"pdp_scaf, cellular automata",[[pdp]]
cyclone,frameaccum~,frameaccum~,,"computes the ""running phase"" of successive phase deviation",signal math,,[[signal]]
pdp,pdp_pps,pdp_pps,,computes the packet rate in packets/sec,utility abstractions,,[[pdp]]
pdmtl,list.concatenate,list.concatenate,,Concatenantes the elements of a list. ,list edit,,[[message]]
zexy,makesymbol,makesymbol,,concatenate lists to formatted symbols,,,[[message]]
creb,ccmap~,ccmap~,,conformal self map of the unit disk,abstractions,,[[signal]]
pdp,3dp_mouserotate,3dp_mouserotate,,connect to 3dp_windowcontext to rotate the scene,pdp 3d opengl abstractions,,[[pdpgl]]
cyclone,Clip (cyclone),Clip,,"Constrains an int \, float or list within a certain range",math,,[[message]]
vanilla,clip~ (vanilla),clip~,,constrict signal to lie between two bounds,signal math,,[[signal]]
pdp,pdp_contrast,pdp_contrast,,contrast enhancement,image abstractions,,[[pdp]]
iemlib,iem_sel_any,iem_sel_any,,control a message-box with multiple content,,,[[message]]
iemlib,toggle_mess,toggle_mess,tm,control a message-box with multiple content (abbr. tm),,,[[message]]
iemlib,dsp,dsp,,"control audio-engine, calculate dsp-performance (aka. dsp~)",init,,[[message]]
vanilla,ctlin,ctlin,,control in,MIDI,midi input,[[message]]
vanilla,ctlout,ctlout,,control out,MIDI,midi output,[[message]]
hcs,ifeel,ifeel,,control the pulse in an iFeel mouse,,,
pdmtl,mix.out_~,mix.out_~,,Controls stereo volume output and displays a VU for both channels. ,mix edit,,[[signal]]
pdmtl,gems.win,gems.win,,Controls the Gem window.,gems edit,Flags: @rguments ,[[message]]
pdmtl,mix.wet.stereo~,mix.wet.stereo~,,Controls the wetness of an effect.,mix edit,Flags: Internal,[[signal]]
pdmtl,mix.wet~,mix.wet~,,Controls the wetness of an effect.,mix edit,Flags: Internal,[[signal]]
zexy,any2list,any2list,,"convert ""anythings"" to ""lists""",,glue,[[message]]
pdp,pdp_ca2image,pdp_ca2image,,convert a CA packet to a greyscale image (obsolete: use pdp_convert),pdp seperate libraries,"pdp_scaf, cellular automata",[[pdp]]
hcs,group_name0x2d0x3egid,group_name0x2d0x3egid,,convert a group name to a GID,,,
zexy,list2symbol,list2symbol,,convert a list into a single symbol,,glue,[[message]]
zexy,unpack~,unpack~,,convert a list of floats to a signal,signal,,"[[signal]], [[message]]"
markex,hsv2rgb,hsv2rgb,,convert a list of three floats from HSV to an RGB value,,,[[message]]
markex,rgb2hsv,rgb2hsv,,convert a list of three floats from RGB to an HSV value,,,[[message]]
pdp,pdp_png_to,pdp_png_to,,convert a png file (on disk) to a certain packet type,image abstractions,,[[pdp]]
zexy,pack~,pack~,,convert a signal to a list of floats,signal,,[[signal]]
creb,bitsplit~,bitsplit~,,convert a signal to binary representation,signal,,[[signal]]
iemlib,unsymbol,unsymbol,,convert a symbol- to a anything-message,symbol operating,,[[message]]
zexy,symbol2list,symbol2list,,convert a symbol to a list,,glue,[[message]]
hcs,group,group,,convert a UID to a username,,,
pdp,pdp_image2ca,pdp_image2ca,,convert an image to a CA packet (black and white) (obsolete: use pdp_convert),pdp seperate libraries,"pdp_scaf, cellular automata",[[pdp]]
pdp,pdp_pointcloud,pdp_pointcloud,,convert an image to a point cloud,image processors,,[[pdp]]
cyclone,tosymbol,tosymbol,,"Convert any message, number, or list to a single symbol",glue,,[[message]]
gem,pix_grey,pix_grey,,convert any pix into greyscale colorspace,pixes,,[[gem list]]
zexy,pol2cart,pol2cart,,"convert between coordinate systems (cartesian, polar, shperic)",math,,[[message]]
zexy,pol2sph,pol2sph,,"convert between coordinate systems (cartesian, polar, shperic)",math,,[[message]]
zexy,sph2cart,sph2cart,,"convert between coordinate systems (cartesian, polar, shperic)",math,,[[message]]
zexy,sph2pol,sph2pol,,"convert between coordinate systems (cartesian, polar, shperic)",math,,[[message]]
zexy,deg2rad,deg2rad,,convert between degree and radiant,math,,[[message]]
pdp,pdp_convert,pdp_convert,,convert between packet types,general purpose pdp,,[[pdp]]
zexy,rad2deg,rad2deg,,convert between radiant and degree,math,,[[message]]
creb,bpm,bpm,,convert bpm to metro time and phasor freq,abstractions,,[[message]]
zexy,cart2pol,cart2pol,,convert cartesian coordinates to polar,math,,[[message]]
zexy,cart2sph,cart2sph,,convert cartesian coordinates to spheric,math,,[[message]]
vanilla,dbtopow,dbtopow,,convert db to pow,math,convert acoustical units,[[message]]
vanilla,dbtopow~,dbtopow~,,convert db to pow on audio signals,signal math,acoustic conversions,[[signal]]
vanilla,dbtorms,dbtorms,,convert db to rms,math,convert acoustical units,[[message]]
vanilla,dbtorms~,dbtorms~,,convert db to rms on audio signals,signal math,acoustic conversions,[[signal]]
zexy,deg2rad,deg2rad,,convert degree to radiant,math,,[[message]]
pdmtl,convert.rgb2hsv,convert.rgb2hsv,,Convert float RGB or 8bit RGB to float HSV. ,convert edit,,[[message]]
vanilla,ftom,ftom,,convert frequency to midi,math,convert acoustical units,[[message]]
vanilla,ftom~,ftom~,,convert frequency to midi on audio signals,signal math,acoustic conversions,[[signal]]
pdmtl,convert.hsv2rgb,convert.hsv2rgb,,convert from float HSV colorspace to float RGB or 8bit(integer) RGB colorspace. ,convert edit,,[[message]]
cyclone,spell,spell,,Convert input into a series of ASCII characters,,,[[message]]
pdmtl,list.trim,list.trim,,"convert list to message \\\, using first item as selector.",list edit,Wraps [list trim]. ,[[message]]
vanilla,mtof,mtof,,convert midi to frequency,math,convert acoustical units,[[message]]
vanilla,mtof~,mtof~,,convert midi to frequency on audio signals,signal math,acoustic conversions,[[signal]]
cyclone,mstosamps~,mstosamps~,,Convert milliseconds to a number of samples (at the current,signal math,,[[signal]]
cyclone,sampstoms~,sampstoms~,,Convert number of samples (at the current sampling rate),signal math,,[[signal]]
vanilla,sig~,sig~,,convert numbers to audio signals,audio glue,,[[signal]]
vanilla,powtodb~,powtodb~,,convert pow to db on audio signals,signal math,acoustic conversions,[[signal]]
vanilla,powtorms~,powtorms~,,convert pow to rms on audio signals,signal math,acoustic conversions,[[signal]]
motex,rec2pol~,rec2pol~,,convert rectangular coordinates to polar,signal math,,[[signal]]
gem,pix_2grey,pix_2grey,,convert rgb pixels to grey (still an RGBA image),pixes,,[[gem list]]
gem,pix_a_2grey,pix_a_2grey,,convert rgb pixels to grey based on alpha channel,pixes,,[[gem list]]
vanilla,rmstodb,rmstodb,,convert rms to db,math,convert acoustical units,[[message]]
vanilla,rmstodb~,rmstodb~,,convert rms to db on audio signals,signal math,acoustic conversions,[[signal]]
vanilla,powtodb,powtodb,,convert rms to pow,math,convert acoustical units,[[message]]
vanilla,rmstopow~,rmstopow~,,convert rms to pow on audio signals,signal math,acoustic conversions,[[signal]]
pdmtl,convert.byte2binary,convert.byte2binary,,converts a byte into a list of 8 bits ,convert edit,,[[message]]
pdmtl,convert.frames2smpte,convert.frames2smpte,,Converts a duration of frames into smpte time code.,convert edit,Only works with integer frame rates for now. ,[[message]]
pdp,pdp_grey2mask,pdp_grey2mask,,converts a greyscale image to an image mask,image processors,,[[pdp]]
pdp,pdp_gradient,pdp_gradient,,converts a greyscale to colour using a colour gradient,image abstractions,,[[pdp]]
pdmtl,list.bool2pos,list.bool2pos,,Converts a list of boolean values to a list containing the index of values that are TRUE (1) in the first list ,list edit,,[[message]]
pdmtl,convert.list2symbol,convert.list2symbol,,Converts a list to a symbol.,convert edit,Wraps list2symbol (zexy). ,[[message]]
pdmtl,convert.m2speed,convert.m2speed,,Converts a MIDI note to the speed you must play the sample.,convert edit,The default MIDI base note is 60 ,[[message]]
pdmtl,convert.ms2time,convert.ms2time,,Converts a millisecond duration to a easier read format. ,convert edit,,[[message]]
pdmtl,convert.ms2freq,convert.ms2freq,,Converts a millisecond interval to a frequency. ,convert edit,,[[message]]
pdmtl,convert.ms2smp,convert.ms2smp,,Converts a millisecond interval to a it's corresponding number of samples. ,convert edit,,[[message]]
pdmtl,convert.ms2bpm,convert.ms2bpm,,Converts a millisecond interval to beats per minute. ,convert edit,,[[message]]
pdmtl,convert.smp2time,convert.smp2time,,Converts a number of samples into an easier representation of it's duration. ,convert edit,,[[message]]
pdmtl,convert.smp2mem,convert.smp2mem,,Converts a number of samples into it's memory size. ,convert edit,,[[message]]
pdmtl,convert.smp2freq,convert.smp2freq,,Converts a number of samples to a frequency. ,convert edit,,[[message]]
pdmtl,convert.smp2ms,convert.smp2ms,,Converts a number of samples to it's duration in milliseconds. ,convert edit,,[[message]]
pdmtl,convert.int2digits,convert.int2digits,,Converts a number to a list of digits. Decimals are ignored. ,convert edit,,[[message]]
pdmtl,convert.num2rgb,convert.num2rgb,,Converts a pd color value into float RGB and 8bit RGB. ,convert edit,,[[message]]
pdmtl,convert.pd2ascii,convert.pd2ascii,,Converts a pd message into an ASCII stream. ,convert edit,,[[message]]
pdmtl,convert.sig2float~,convert.sig2float~,,converts a signal to floats. ,convert edit,,[[signal]]
pdmtl,convert.symbol2list,convert.symbol2list,,Converts a symbol (or anything) to a list.,convert edit,Wraps zexy's symbol2list and iem splitfilename. ,[[message]]
pdmtl,convert.symbol2chars,convert.symbol2chars,,Converts a symbol to a list of characters. ,convert edit,,[[message]]
pdmtl,convert.binary2byte,convert.binary2byte,,Converts an 8 bit binary number into it's decimal value. ,convert edit,,[[message]]
pdmtl,convert.ascii2pd,convert.ascii2pd,,Converts an ASCII stream into pd messages. ,convert edit,,[[message]]
pdmtl,convert.time2ms,convert.time2ms,,Converts an easier to read format to a duration in milliseconds. ,convert edit,,[[message]]
pdp,pdp_grey,pdp_grey,,converts an image to greyscale,image processors,,[[pdp]]
pdmtl,convert.rgb2num,convert.rgb2num,,Converts an rgb value into a pd color value. ,convert edit,,[[message]]
pdmtl,convert.2list,convert.2list,,Converts anything to a list.,convert edit,Wraps [list]. ,[[message]]
pdmtl,convert.bpm2freq,convert.bpm2freq,,Converts beats per minute to a frequency (times per second). ,convert edit,,[[message]]
pdmtl,convert.bpm2ms,convert.bpm2ms,,Converts beats per minute to an interval in milliseconds. ,convert edit,,[[message]]
pdmtl,convert.degree2radiant,convert.degree2radiant,,Converts degrees into radiants. ,convert edit,,[[message]]
pdmtl,convert.spaces2,convert.spaces2,,Converts spaces to any other character excluding numbers. ,convert edit,,[[message]]
pdmtl,convert.ms2fps,convert.ms2fps,,Converts the amount of miliseconds between two frames into the numbers of frames per seconds. ,convert edit,,[[message]]
pdmtl,convert.fps2ms,convert.fps2ms,,Converts the number frames per seconds into the number of milliseconds between each frame. ,convert edit,,[[message]]
pdmtl,convert.speed2m,convert.speed2m,,Converts the speed of a sample to a MIDI note.,convert edit,The ratio is a fractionnal number on 1 The default MIDI base note is 60 ,[[message]]
smlib,vvconv,vvconv,,convolution of 2 vectors,,,
gem,pix_convolve,pix_convolve,,convolve a pix with a kernal,pixes,,[[gem list]]
pdp,3dp_snap,3dp_snap,,copies the drawing buffer to a texture packet,pdp 3d opengl,,[[pdpgl]]
vasp,vasp.(complex copy),vasp.c->,,copy a complex vasp,vasp basics,,[[message]]
cyclone,record~,record~,,Copy a signal into a buffer~,oscillators and tables,,[[signal]]
vasp,vasp.(copy),vasp.->,,copy a vasp into another one,vasp basics,,[[message]]
maxlib,arraycopy,arraycopy,,copy from one array to another,buffer,,[[message]]
cyclone,cosx~,cosx~,,cos(x) for signals,signal math,,[[signal]]
vanilla,cos,cos,,cosine,math,,[[message]]
vanilla,cos~,cos~,,cosine,audio oscillators and tables,,[[signal]]
vanilla,osc~,osc~,,cosine oscillator,audio oscillators and tables,,[[signal]]
markex,counter (markex),counter,,count bangs,,,[[message]]
unauthorized,countund,countund,,Count up to a limit and then down to zero,,,
cyclone,counter (cyclone),counter,,Counts bangs at its left input,glue,,[[message]]
pdmtl,count.timed,count.timed,,counts integers at a certain speed. ,count edit,,[[message]]
creb,xfm~,xfm~,,coupled frequency modulation,signal,,[[signal]]
ekext,voicing_detector~test3,voicing_detector~test3,,CPU load in percent,,,
vasp,vasp.!,vasp.!,,create a temporary vasp (immediate),vasp basics,,[[message]]
zexy,matrix,matrix,,create/store/... matrices,matrix,,[[message]]
pdmtl,gems.curve.n,gems.curve.n,,Creates a dynamic number of curve objects. ,gems edit,,[[message]]
pdmtl,gems.polygon.n,gems.polygon.n,,Creates a dynamic number of polygon objects. ,gems edit,,[[message]]
pdmtl,gems.light,gems.light,,Creates a light object and turns lighting on. ,gems edit,,[[message]]
pdmtl,list.make,list.make,,Creates different kinds of lists quickly. ,list edit,,[[message]]
pdp,pdp_mix,pdp_mix,,crossfade between 2 images,image processors,,[[pdp]]
pdp,pdp_randmix,pdp_randmix,,crossfades 2 images by taking random pixels,image processors,,[[pdp]]
pdmtl,mix.crossfade.stereo~,mix.crossfade.stereo~,,Crossfades 2 mono inputs along different curves. ,mix edit,,[[signal]]
pdmtl,mix.crossfade~,mix.crossfade~,,Crossfades 2 mono inputs along different curves. ,mix edit,,[[signal]]
pdmtl,timing.cues~,timing.cues~,,Cues events to a signal.,timing edit,Can be used to cue subtitles to a sound file. ,[[message]]
ekext,cup,cup,,cup counts up ^_^;,,,
pdmtl,list.cut.up,list.cut.up,,Cuts up a list into sublists. Leftovers are also output. ,list edit,,[[message]]
pdmtl,list.cycle,list.cycle,,"Cycle through the elements of a list \\\, giving every n element (jumping over some \\\, if necessary) and a total of up to m elements ",list edit,,[[message]]
pdmtl,musical.degree2chord,musical.degree2chord,,"Cycles through the chords of n notes in a scale \\\, the major scale by default ",musical edit,,[[message]]
pmpd,iCylinder3D,iCylinder3D,,Cylinder interaction,physical modelling,,
vanilla,czero_rev,czero_rev,,"czero~, time-reversed",signal filters,,[[signal]]
iemlib,db2v,db2v,,db to rms,float operating,,[[message]]
smlib,vdbtorms,vdbtorms,,db to rms on a vector,,,
cyclone,Decode,Decode,,"Decodes a number to a specified ""flag"" outlet",glue,,[[message]]
pdmtl,init.df,init.df,,Default float. ,init edit,,[[message]]
pdmtl,init.ds,init.ds,,Default symbol. ,init edit,,[[message]]
vanilla,struct,struct,,define a data structure,data templates,,[[message]]
vanilla,pd,pd,,define a subwindow,subwindows,,[[message]]
vanilla,catch~,catch~,,define and read a summing bus,audio glue,,[[signal]]
vasp,vasp.channel,vasp.channel,,define the channel of a multichannel vasp (MAXMSP only),vasp declaration,,[[message]]
pdmtl,list.delay,list.delay,,Delays an incomming list. ,list edit,,[[message]]
pdmtl,list.delete,list.delete,,Delete an index from a list. ,list edit,,[[message]]
mjlib,# about,# about,,"delivers a number that is ""about"" the same as the input number",math,,[[message]]
vanilla,vline~,vline~,,deluxe line~,audio glue,,[[signal]]
vanilla,vsnapshot~,vsnapshot~,,deluxe snapshot~,audio glue,,[[signal]]
zexy,demultiplex~,demultiplex~,,demultiplex 1 inlet to 1-of-n outlets,signal,,[[signal]]
zexy,demultiplex,demultiplex,,demultiplex the input to a specified outlet,,,[[message]]
maxlib,edge,edge,,detect rising/falling edge,music,,[[message]]
cyclone,change~,change~,,Detect signal change and direction,signal math,,[[signal]]
vanilla,threshold~,threshold~,,detect signal thresholds,audio glue,,[[signal]]
cyclone,next,next,,Detect when a message is logically separate from the,glue,,[[message]]
cyclone,edge~,edge~,,Detect zero to non-zero signal transitions,signal math,,[[signal]]
pdmtl,input.double.click,input.double.click,,Detects double clicks. ,input edit,,[[message]]
zexy,sigzero~,sigzero~,,detects whether a signal is zero throughout the vector or not,analytic converters,,"[[message]], [[signal]]"
cyclone,maximum,maximum,,determines the maximum of two numbers or a list of numbers,math,,[[message]]
cyclone,minimum,minimum,,determines the minimum of two numbers or a list of numbers,math,,[[message]]
zexy,mtx_diag,mtx_diag,,diagonal matrix,matrix,,[[message]]
zexy,mtx_diegg,mtx_diegg,,diagonal matrix (from upper-right to lower-left),matrix,,[[message]]
creb,diag~,diag~,,diagonal state space system (spectral processor),signal,,[[signal]]
pdmtl,file.open.msg,file.open.msg,,dialog to open a file. ,file handling,,[[message]]
smlib,vdelta,vdelta,,difference between consecutive vectors,,,
cxc,delta~,delta~,,difference between this and last sample,,,
vasp,vasp.dif,vasp.dif,,differential function,vasp arithmetic,,[[message]]
sigpack,diode~,diode~,,diode rectifier network;,signal generators,,
zexy,dirac~,dirac~,,dirac-pulse,sound generators,,[[signal]]
creb,dwt~,dwt~,,discrete wavelet transform,signal,,[[signal]]
pidip,pdp_disintegration,pdp_disintegration,,disintegration effect,,,[[message]]
pddp,print,print,,display generic messages in the path rather than in the Pd window,,,
pddp,print_long,print_long,,display generic messages in the path rather than in the Pd window,,,
pdmtl,sample.display_,sample.display_,,"Displays a ""sample"".",sample edit,Flags: gui sample_id,[[message]]
pdmtl,anal.sig_~,anal.sig_~,,displays a signal. ,anal edit,,[[signal]]
pdmtl,anal.vu_~,anal.vu_~,,Displays a VU meter. ,anal edit,,[[signal]]
pdmtl,gems.fit,gems.fit,,Displays an image or movie in Gem window at it's original size. ,gems edit,,[[message]]
ggee,scrolllist,scrolllist,,displays and scrolls a text in a patch windownsendlocal / receivelocal,glue,,[[message]]
pdp,pdp_glx,pdp_glx,,displays images using opengl,image inputs/outputs,,[[pdp]]
pdp,pdp_xv,pdp_xv,,displays images using the xvideo extension,image inputs/outputs,,[[pdp]]
cyclone,kink~,kink~,,Distort the output of a phasor~,oscillators and tables,,[[signal]]
zexy,mtx_.(divide),mtx_./,,divide 2 matrices element by element,matrix,,[[message]]
iemlib,splitfilename,splitfilename,,divide a symbol into 2 parts,symbol operating,,[[message]]
markex,vector(divide),vector/,v/,divide a vector by a scalar,,,[[message]]
vanilla,(divide),/,,divided by,math,arithmetic division,[[message]]
vanilla,(signal division),/~,,"divided by, division on audio signals",signal math,,[[signal]]
vasp,vasp.(division),vasp./,,division,vasp arithmetic,,[[message]]
vanilla,div,div,,divisor,math,,[[message]]
markex,tripleLine,tripleLine,,do a line with three numbers,,,[[message]]
iemlib,LFO_noise~,LFO_noise~,,downsampled 2-point interpolated white noise,audio ,,[[signal]]
zexy,noish~,noish~,,downsampled noise (hold),sound generators,,[[signal]]
zexy,noisi~,noisi~,,downsampled noise (interpolate),sound generators,,[[signal]]
vanilla,drawcurve,drawcurve,,draw a curve,data templates,,[[message]]
vanilla,filledcurve,filledcurve,,draw a curve,data templates,,[[message]]
gem,pix_draw,pix_draw,,draw a pix,pixes,,[[gem list]]
vanilla,drawpolygon,drawpolygon,,draw a polygon,data templates,,[[message]]
vanilla,filledpolygon,filledpolygon,,draw a polygon,data templates,,[[message]]
vanilla,scalar,scalar,,draw a scalar on parent,data templates,accessing data,[[message]]
pdp,3dp_draw,3dp_draw,,"draw objects (cube, sphere, ...)",pdp 3d opengl,,[[pdpgl]]
pdmtl,gems.scope~,gems.scope~,,Draws an (audio) signal to the Gem window. ,gems edit,,[[signal]]
pdmtl,synth.dtmf.busy~,synth.dtmf.busy~,,DTMF telephone sound,synth edit,,[[signal]]
pdmtl,synth.dtmf.hand-up~,synth.dtmf.hand-up~,,DTMF telephone sound,synth edit,,[[signal]]
pdmtl,synth.dtmf.hurry.up~,synth.dtmf.hurry.up~,,DTMF telephone sound,synth edit,,[[signal]]
pdmtl,synth.dtmf.number~,synth.dtmf.number~,,DTMF telephone sound,synth edit,,[[signal]]
pdmtl,synth.dtmf.ring~,synth.dtmf.ring~,,DTMF telephone sound,synth edit,,[[signal]]
zexy,tabdump,tabdump,,dump out a table as a list of floats,,tables,[[message]]
gem,pix_dump,pix_dump,,dump the pixel-data as a long list of floats,pixes,,[[gem list]]
pdmtl,file.folder.dump,file.folder.dump,,Dumps the contents of a folder. ,file handling,,[[message]]
pdmtl,scale.adaptive,scale.adaptive,,Dynamic scale adjustment. ,scale edit,,[[message]]
creb,dynwav~,dynwav~,,dynamic wavetable: use a signal block as wavetable,signal,,[[signal]]
vanilla,pipe,pipe,,dynamically growable delay line for numbers,time,,[[message]]
pdmtl,fx.echo~,fx.echo~,,Echos. ,fx edit,,[[signal]]
pdmtl,seq.8x8_,seq.8x8_,,Eight 8 step step beat sequencers. ,seq edit,,[[message]]
ekext,steady,steady,,eliminate errors from the raw pitch output of fiddle~,,,
pdmtl,flow.value.change,flow.value.change,,Eliminates redundancy in a shared number stream. ,flow edit,,[[message]]
unauthorized,stkdrone~,stkdrone~,,embed stk-based drone synthesis,,,
unauthorized,stksitar~,stksitar~,,embed stk-based sitar synthesis,,,
pdp,pdp_conv_emboss,pdp_conv_emboss,,emboss,image abstractions,,[[pdp]]
gem,part_vertex,part_vertex,,emit a single particle,particles,,[[gem particle]]
gem,alpha,alpha,,enable/disable alpha blending,manipulators,,[[gem list]]
gem,depth,depth,,enable/disable depth testing,manipulators,,[[gem list]]
cyclone,midiflush,midiflush,,end note-offs for hanging note-ons in raw midi data,MIDI,,[[message]]
iemlib,modulo_counter,modulo_counter,,endless loop counter (bang triggered),counter,,[[message]]
vanilla,env~,env~,,envelope follower,signal filters,,[[signal]]
ggee,envgen,envgen,,envelope generator,,,
vanilla,==,==,,equal,math,relational tests,[[message]]
motex,pan~,pan~,,equal power stereo panning,signal filters,,[[signal]]
vasp,vasp.==,vasp.==,,equal to,vasp arithmetic,,[[message]]
percolate,gq~,gq~,,equalizer with variable number of filter banks,"audio oscillators, tables",,[[signal]]
cyclone,==~ (cyclone),==~,,equals for signals,signal math,,[[signal]]
ekext,voicing_detector~,voicing_detector~,,estimate whether a frame of speech is voiced,,,
pdmtl,list.for.each,list.for.each,,Execute an operation on a list of floats or symbols.,list edit,Another name for list.op. ,[[message]]
pdmtl,list.op,list.op,,Execute an operation on a list of floats or symbols. ,list edit,,[[message]]
pdmtl,list.op2,list.op2,,Execute an operation on a list with another list. ,list edit,,[[message]]
creb,ead~,ead~,,exp. attack decay,signal,,[[signal]]
creb,eadsr~,eadsr~,,exp. attack decay sustain release,signal,,[[signal]]
creb,ear~,ear~,,exp. attack release,signal,,[[signal]]
creb,lattice3,lattice3,,expand a 3D harmonic lattice vector,abstractions,,[[message]]
vanilla,exp,exp,,exponential,math,,[[message]]
vasp,vasp.exp,vasp.exp,,exponential,vasp transcendent,,[[message]]
creb,eadh~,eadh~,,exponential attack decay (with hold == duration),abstractions,,[[signal]]
creb,eadsrh~,eadsrh~,,exponential attack decay sustain release (..),abstractions,,[[signal]]
iemlib,exp_inc,exp_inc,,exponential increment counter (bang triggered),counter,,[[message]]
creb,expmap~,expmap~,,exponential map,abstractions,,[[signal]]
cyclone,curve~,curve~,,Exponential ramp generator,oscillators and tables,,[[signal]]
maxlib,sync,sync,,extended trigger object,time,,[[message]]
ggee,wintablet,wintablet,,external for using Wacom tablets on Windowsnqread,,,[[message]]
zexy,drip,drip,,extract the atoms of a package (opt. scheduled),,glue,[[message]]
jasch_lib,detox,detox,,"extract values, contents attributes from xml-tag structures",xml,,[[message]]
iemlib,fade~,fade~,,fade-in fade-out shaper (need line~),audio ,,[[signal]]
iemlib,fadtodb,fadtodb,,fader-characteristic to midi-db,float operating,,[[message]]
iemlib,fadtorms,fadtorms,,fader-characteristic to rms,float operating,,[[message]]
pdmtl,mix.fade~,mix.fade~,,Fades an input along different curves. ,mix edit,,[[signal]]
nqpoly4,nqpoly4,nqpoly4,,fake the functionality of the [poly~] object in max,,,
hcs,passwd,passwd,,fetch passwd data based on UID or username,,,
pdmtl,anal.spectrum_~,anal.spectrum_~,,FFT spectral graphical analysis ,anal edit,,[[signal]]
vanilla,textfile,textfile,,file to message converter,,,[[message]]
pdp,pdp_constant,pdp_constant,,fills an image with a constant,image processors,,[[pdp]]
cyclone,xnotein,xnotein,,filter and process notes from midiin with release velocity,MIDI,,[[message]]
vasp,vasp.radio,vasp.radio,,filter radio messages,vasp utilities,,[[message]]
pdmtl,fx.material~,fx.material~,,Filtering by material type.,fx edit,Taken from Andy Farnell's work. ,[[signal]]
ekext,zeroxpos~,zeroxpos~,,find n-th zero crossing in frame,,,
pdmtl,gems.get.average.color,gems.get.average.color,,Finds out the average color of a pix. ,gems edit,,[[message]]
pdmtl,list.cog,list.cog,,Finds the center of gravity of a one dimensional list (average of the indexes weighted by their values). ,list edit,,[[message]]
